STATIONS_ID;MESS_DATUM;  QN;PP_10;TT_10;TM5_10;RF_10;TD_10;eor
       3379;201812181950;    3;  959.0;   1.0;   0.1;  89.2;  -0.6;eor
       3379;201812182000;    3;  958.8;   1.0;   0.2;  90.4;  -0.4;eor
       3379;201812182010;    3;  958.8;   0.7;   0.0;  89.5;  -0.8;eor
       3379;201812182020;    3;  958.8;   0.8;   0.0;  89.7;  -0.7;eor
       3379;201812182030;    3;  958.9;   0.6;   0.1;  91.3;  -0.7;eor
       3379;201812182040;    3;  958.8;   0.6;   0.0;  90.6;  -0.8;eor
       3379;201812182050;    3;  958.9;   0.6;   0.0;  90.3;  -0.8;eor
       3379;201812182100;    3;  958.8;   0.4;  -0.2;  89.2;  -1.2;eor
       3379;201812182110;    3;  958.8;   0.3;  -0.4;  89.6;  -1.2;eor
       3379;201812182120;    3;  958.7;   0.2;  -1.0;  90.3;  -1.2;eor
       3379;201812182130;    3;  958.6;   0.2;  -0.7;  89.6;  -1.3;eor
       3379;201812182140;    3;  958.3;   0.1;  -0.9;  88.7;  -1.5;eor
       3379;201812182150;    3;  958.3;   0.0;  -1.1;  89.8;  -1.5;eor
       3379;201812182200;    3;  958.6;  -0.1;  -1.2;  89.8;  -1.6;eor
       3379;201812182210;    3;  958.3;  -0.2;  -1.3;  90.0;  -1.6;eor
       3379;201812182220;    3;  957.9;  -0.3;  -1.5;  91.0;  -1.6;eor
       3379;201812182230;    3;  957.7;  -0.4;  -1.9;  91.8;  -1.6;eor
       3379;201812182240;    3;  957.4;  -0.4;  -1.5;  91.0;  -1.7;eor
       3379;201812182250;    3;  957.3;  -0.5;  -1.6;  92.4;  -1.6;eor
       3379;201812182300;    3;  957.2;  -0.5;  -1.8;  91.9;  -1.7;eor
       3379;201812182310;    3;  957.0;  -0.5;  -1.8;  92.2;  -1.6;eor
       3379;201812182320;    3;  957.2;  -0.7;  -2.2;  92.5;  -1.8;eor
       3379;201812182330;    3;  957.2;  -0.9;  -2.6;  92.6;  -2.0;eor
       3379;201812182340;    3;  957.0;  -1.1;  -3.1;  93.6;  -2.0;eor
       3379;201812182350;    3;  956.9;  -1.2;  -2.9;  92.8;  -2.2;eor
       3379;201812190000;    3;  956.7;  -1.0;  -2.8;  92.8;  -2.0;eor
       3379;201812190010;    3;  956.6;  -1.1;  -3.2;  93.5;  -2.0;eor
       3379;201812190020;    3;  956.4;  -0.8;  -2.3;  91.6;  -2.0;eor
       3379;201812190030;    3;  956.3;  -0.8;  -2.4;  91.4;  -2.0;eor
       3379;201812190040;    3;  956.2;  -0.7;  -2.3;  91.0;  -2.0;eor
       3379;201812190050;    3;  956.2;  -1.0;  -2.8;  91.4;  -2.2;eor
       3379;201812190100;    3;  956.2;  -1.1;  -3.2;  92.9;  -2.1;eor
       3379;201812190110;    3;  956.3;  -1.3;  -3.2;  93.4;  -2.2;eor
       3379;201812190120;    3;  956.3;  -1.4;  -3.5;  93.8;  -2.3;eor
       3379;201812190130;    3;  956.2;  -1.2;  -2.7;  93.1;  -2.2;eor
       3379;201812190140;    3;  956.1;  -1.0;  -2.2;  92.8;  -2.0;eor
       3379;201812190150;    3;  956.2;  -1.1;  -2.8;  94.5;  -1.9;eor
       3379;201812190200;    3;  956.2;  -1.4;  -3.4;  95.3;  -2.1;eor
       3379;201812190210;    3;  956.2;  -1.5;  -3.5;  94.6;  -2.3;eor
       3379;201812190220;    3;  956.2;  -1.8;  -3.7;  94.9;  -2.5;eor
       3379;201812190230;    3;  956.2;  -1.9;  -3.6;  94.8;  -2.6;eor
       3379;201812190240;    3;  956.3;  -2.2;  -3.4;  94.9;  -2.9;eor
       3379;201812190250;    3;  956.4;  -2.0;  -3.6;  95.7;  -2.6;eor
       3379;201812190300;    3;  956.5;  -1.8;  -3.4;  94.0;  -2.6;eor
       3379;201812190310;    3;  956.6;  -1.8;  -3.1;  94.1;  -2.6;eor
       3379;201812190320;    3;  956.7;  -1.9;  -2.9;  94.4;  -2.7;eor
       3379;201812190330;    3;  956.6;  -2.2;  -3.0;  94.7;  -2.9;eor
       3379;201812190340;    3;  956.6;  -2.4;  -3.0;  97.1;  -2.8;eor
       3379;201812190350;    3;  956.4;  -2.5;  -3.3;  97.5;  -2.8;eor
       3379;201812190400;    3;  956.4;  -2.6;  -3.3;  97.7;  -2.9;eor
       3379;201812190410;    3;  956.4;  -2.6;  -3.2;  96.4;  -3.1;eor
       3379;201812190420;    3;  956.6;  -2.2;  -2.8;  95.5;  -2.8;eor
       3379;201812190430;    3;  956.6;  -2.0;  -2.5;  93.4;  -2.9;eor
       3379;201812190440;    3;  956.4;  -1.7;  -2.5;  91.3;  -2.9;eor
       3379;201812190450;    3;  956.4;  -1.6;  -2.5;  91.2;  -2.9;eor
       3379;201812190500;    3;  956.4;  -1.5;  -2.4;  90.6;  -2.8;eor
       3379;201812190510;    3;  956.4;  -1.5;  -2.4;  92.1;  -2.6;eor
       3379;201812190520;    3;  956.4;  -1.1;  -2.0;  87.3;  -2.9;eor
       3379;201812190530;    3;  956.4;  -0.9;  -1.9;  85.9;  -3.0;eor
       3379;201812190540;    3;  956.5;  -0.7;  -1.9;  84.7;  -3.0;eor
       3379;201812190550;    3;  956.4;  -0.7;  -1.8;  84.6;  -3.0;eor
       3379;201812190600;    3;  956.4;  -0.5;  -1.7;  83.0;  -3.0;eor
       3379;201812190610;    3;  956.5;  -0.3;  -1.6;  80.6;  -3.2;eor
       3379;201812190620;    3;  956.5;  -0.2;  -1.6;  81.3;  -3.0;eor
       3379;201812190630;    3;  956.5;  -0.4;  -1.6;  86.0;  -2.5;eor
       3379;201812190640;    3;  956.5;  -0.6;  -1.7;  87.8;  -2.4;eor
       3379;201812190650;    3;  956.5;  -0.7;  -1.7;  87.2;  -2.6;eor
       3379;201812190700;    3;  956.6;  -0.5;  -1.7;  84.8;  -2.7;eor
       3379;201812190710;    3;  956.6;  -0.3;  -1.5;  83.2;  -2.8;eor
       3379;201812190720;    3;  956.7;   0.0;  -1.4;  82.0;  -2.7;eor
       3379;201812190730;    3;  956.7;   0.3;  -1.2;  77.7;  -3.1;eor
       3379;201812190740;    3;  956.8;   0.6;  -1.0;  75.9;  -3.2;eor
       3379;201812190750;    3;  956.9;   0.6;  -0.8;  76.0;  -3.1;eor
       3379;201812190800;    3;  956.9;   0.8;  -0.4;  75.5;  -3.0;eor
       3379;201812190810;    3;  957.0;   0.7;  -0.4;  79.9;  -2.4;eor
       3379;201812190820;    3;  957.0;   1.2;   0.2;  73.8;  -3.0;eor
       3379;201812190830;    3;  957.0;   1.3;   0.3;  76.0;  -2.5;eor
       3379;201812190840;    3;  957.1;   0.9;   0.2;  79.9;  -2.2;eor
       3379;201812190850;    3;  957.1;   1.0;   0.4;  79.8;  -2.1;eor
       3379;201812190900;    3;  957.2;   1.3;   0.5;  79.5;  -1.9;eor
       3379;201812190910;    3;  957.1;   1.3;   0.8;  79.6;  -1.8;eor
       3379;201812190920;    3;  957.1;   1.6;   1.0;  79.9;  -1.5;eor
       3379;201812190930;    3;  957.1;   1.8;   1.1;  75.0;  -2.2;eor
       3379;201812190940;    3;  957.1;   1.7;   1.2;  75.4;  -2.2;eor
       3379;201812190950;    3;  957.0;   2.0;   1.2;  73.3;  -2.3;eor
       3379;201812191000;    3;  957.2;   2.4;   1.6;  70.6;  -2.4;eor
       3379;201812191010;    3;  957.0;   2.9;   2.1;  72.2;  -1.6;eor
       3379;201812191020;    3;  956.9;   2.9;   2.2;  70.5;  -1.9;eor
       3379;201812191030;    3;  956.7;   2.9;   2.4;  70.3;  -2.0;eor
       3379;201812191040;    3;  956.5;   3.1;   2.5;  71.3;  -1.6;eor
       3379;201812191050;    3;  956.5;   3.3;   2.5;  72.9;  -1.1;eor
       3379;201812191100;    3;  956.5;   3.7;   2.8;  70.9;  -1.1;eor
       3379;201812191110;    3;  956.3;   3.5;   2.7;  70.7;  -1.3;eor
       3379;201812191120;    3;  956.3;   3.6;   2.6;  70.8;  -1.2;eor
       3379;201812191130;    3;  956.2;   3.7;   2.6;  73.0;  -0.7;eor
       3379;201812191140;    3;  956.0;   3.7;   2.5;  72.9;  -0.7;eor
       3379;201812191150;    3;  955.9;   3.5;   2.7;  73.9;  -0.7;eor
       3379;201812191200;    3;  955.8;   3.7;   2.9;  71.8;  -0.9;eor
       3379;201812191210;    3;  955.7;   3.8;   3.0;  71.7;  -0.8;eor
       3379;201812191220;    3;  955.5;   3.8;   3.2;  71.7;  -0.8;eor
       3379;201812191230;    3;  955.5;   3.9;   3.2;  71.9;  -0.7;eor
       3379;201812191240;    3;  955.6;   3.9;   3.2;  72.2;  -0.7;eor
       3379;201812191250;    3;  955.6;   4.0;   3.2;  71.6;  -0.7;eor
       3379;201812191300;    3;  955.5;   4.1;   3.2;  70.9;  -0.7;eor
       3379;201812191310;    3;  955.4;   4.1;   3.3;  72.3;  -0.4;eor
       3379;201812191320;    3;  955.3;   4.2;   3.1;  71.0;  -0.6;eor
       3379;201812191330;    3;  955.2;   4.2;   3.0;  71.7;  -0.5;eor
       3379;201812191340;    3;  955.1;   4.3;   3.3;  70.5;  -0.6;eor
       3379;201812191350;    3;  955.0;   4.2;   3.3;  72.7;  -0.3;eor
       3379;201812191400;    3;  955.0;   4.4;   3.2;  74.2;   0.2;eor
       3379;201812191410;    3;  955.0;   4.4;   3.1;  73.7;   0.1;eor
       3379;201812191420;    3;  954.8;   4.1;   2.9;  75.3;   0.1;eor
       3379;201812191430;    3;  954.8;   4.1;   3.0;  75.4;   0.1;eor
       3379;201812191440;    3;  954.6;   4.1;   3.1;  75.0;   0.1;eor
       3379;201812191450;    3;  954.5;   4.1;   2.9;  74.7;   0.0;eor
       3379;201812191500;    3;  954.8;   3.8;   2.6;  76.3;   0.0;eor
       3379;201812191510;    3;  954.9;   4.2;   2.5;  77.1;   0.6;eor
       3379;201812191520;    3;  954.9;   4.1;   2.4;  77.4;   0.5;eor
       3379;201812191530;    3;  954.8;   4.0;   2.2;  80.1;   0.9;eor
       3379;201812191540;    3;  954.6;   3.8;   2.0;  79.8;   0.6;eor
       3379;201812191550;    3;  954.4;   3.6;   1.9;  82.7;   0.9;eor
       3379;201812191600;    3;  954.2;   3.6;   1.7;  82.3;   0.9;eor
       3379;201812191610;    3;  954.0;   3.5;   1.8;  83.0;   0.9;eor
       3379;201812191620;    3;  954.0;   3.7;   2.0;  82.8;   1.1;eor
       3379;201812191630;    3;  953.9;   3.6;   2.0;  83.5;   1.1;eor
       3379;201812191640;    3;  954.0;   3.4;   2.1;  83.7;   0.9;eor
       3379;201812191650;    3;  954.1;   3.5;   2.2;  84.6;   1.2;eor
       3379;201812191700;    3;  954.1;   3.5;   2.3;  84.7;   1.2;eor
       3379;201812191710;    3;  954.2;   3.7;   2.6;  83.7;   1.2;eor
       3379;201812191720;    3;  954.0;   3.9;   2.9;  80.1;   0.8;eor
       3379;201812191730;    3;  954.0;   3.8;   2.8;  80.1;   0.7;eor
       3379;201812191740;    3;  954.0;   3.7;   2.5;  81.7;   0.9;eor
       3379;201812191750;    3;  954.0;   3.5;   1.9;  82.4;   0.8;eor
       3379;201812191800;    3;  953.8;   3.4;   1.9;  83.2;   0.8;eor
       3379;201812191810;    3;  953.5;   3.0;   1.3;  84.2;   0.6;eor
       3379;201812191820;    3;  953.2;   2.8;   1.1;  85.0;   0.5;eor
       3379;201812191830;    3;  953.2;   2.8;   1.2;  84.1;   0.4;eor
       3379;201812191840;    3;  953.2;   2.6;   0.3;  83.9;   0.2;eor
       3379;201812191850;    3;  953.4;   2.4;  -0.3;  84.7;   0.1;eor
       3379;201812191900;    3;  953.3;   2.5;   0.2;  83.8;   0.0;eor
       3379;201812191910;    3;  953.6;   2.0;   0.3;  84.4;  -0.4;eor
       3379;201812191920;    3;  953.7;   1.9;   0.6;  85.9;  -0.2;eor
       3379;201812191930;    3;  953.6;   1.7;   0.5;  85.6;  -0.5;eor
       3379;201812191940;    3;  953.8;   1.5;   0.1;  87.5;  -0.4;eor
       3379;201812191950;    3;  953.8;   2.0;   0.6;  85.0;  -0.3;eor
       3379;201812192000;    3;  953.9;   1.9;   0.9;  85.3;  -0.3;eor
       3379;201812192010;    3;  954.0;   1.8;   0.8;  87.4;  -0.1;eor
       3379;201812192020;    3;  954.1;   1.8;   0.8;  87.2;  -0.1;eor
       3379;201812192030;    3;  954.1;   1.8;   0.8;  87.3;  -0.1;eor
       3379;201812192040;    3;  954.1;   1.7;   0.9;  88.7;   0.0;eor
       3379;201812192050;    3;  954.3;   1.6;   1.0;  89.4;   0.1;eor
       3379;201812192100;    3;  954.4;   1.6;   1.1;  89.3;   0.0;eor
       3379;201812192110;    3;  954.3;   1.4;   0.9;  90.0;  -0.1;eor
       3379;201812192120;    3;  954.3;   1.3;   0.5;  92.1;   0.2;eor
       3379;201812192130;    3;  954.3;   1.3;   0.4;  92.0;   0.1;eor
       3379;201812192140;    3;  954.4;   1.4;   0.7;  92.0;   0.2;eor
       3379;201812192150;    3;  954.4;   1.5;   0.8;  91.3;   0.2;eor
       3379;201812192200;    3;  954.5;   1.5;   0.8;  92.2;   0.4;eor
       3379;201812192210;    3;  954.6;   1.6;   0.9;  92.1;   0.5;eor
       3379;201812192220;    3;  954.6;   1.6;   0.9;  93.8;   0.7;eor
       3379;201812192230;    3;  954.5;   1.6;   0.9;  94.0;   0.7;eor
       3379;201812192240;    3;  954.3;   1.6;   0.6;  94.2;   0.8;eor
       3379;201812192250;    3;  954.2;   1.5;   0.6;  95.3;   0.8;eor
       3379;201812192300;    3;  954.2;   1.5;   0.6;  95.0;   0.8;eor
       3379;201812192310;    3;  954.3;   1.7;   0.9;  94.9;   1.0;eor
       3379;201812192320;    3;  954.4;   1.9;   1.2;  94.8;   1.2;eor
       3379;201812192330;    3;  954.3;   1.9;   1.2;  95.9;   1.3;eor
       3379;201812192340;    3;  954.3;   2.2;   1.4;  94.7;   1.4;eor
       3379;201812192350;    3;  954.4;   2.2;   1.4;  94.7;   1.4;eor
       3379;201812200000;    3;  954.4;   2.3;   1.3;  94.4;   1.5;eor
       3379;201812200010;    3;  954.4;   2.5;   1.3;  93.8;   1.6;eor
       3379;201812200020;    3;  954.3;   2.4;   1.3;  94.0;   1.5;eor
       3379;201812200030;    3;  954.4;   2.7;   1.5;  92.3;   1.6;eor
       3379;201812200040;    3;  954.4;   2.8;   1.6;  91.5;   1.6;eor
       3379;201812200050;    3;  954.5;   2.9;   1.7;  90.5;   1.5;eor
       3379;201812200100;    3;  954.6;   3.0;   1.8;  90.0;   1.5;eor
       3379;201812200110;    3;  954.7;   3.1;   1.9;  89.0;   1.5;eor
       3379;201812200120;    3;  954.7;   3.2;   1.9;  89.1;   1.6;eor
       3379;201812200130;    3;  954.8;   3.3;   2.1;  88.5;   1.6;eor
       3379;201812200140;    3;  954.9;   3.3;   2.1;  89.2;   1.7;eor
       3379;201812200150;    3;  954.9;   3.4;   2.2;  89.0;   1.8;eor
       3379;201812200200;    3;  954.8;   3.4;   2.2;  90.5;   2.0;eor
       3379;201812200210;    3;  954.8;   3.4;   2.3;  91.1;   2.1;eor
       3379;201812200220;    3;  954.9;   3.5;   2.4;  90.7;   2.1;eor
       3379;201812200230;    3;  954.9;   3.5;   2.4;  91.4;   2.2;eor
       3379;201812200240;    3;  954.8;   3.5;   2.5;  91.6;   2.3;eor
       3379;201812200250;    3;  954.9;   3.6;   2.5;  91.9;   2.4;eor
       3379;201812200300;    3;  954.9;   3.7;   2.6;  92.7;   2.6;eor
       3379;201812200310;    3;  954.9;   3.7;   2.7;  92.3;   2.6;eor
       3379;201812200320;    3;  954.9;   3.8;   2.7;  92.6;   2.7;eor
       3379;201812200330;    3;  954.9;   3.8;   2.8;  92.4;   2.7;eor
       3379;201812200340;    3;  955.0;   3.9;   2.8;  92.3;   2.8;eor
       3379;201812200350;    3;  955.0;   3.9;   2.8;  91.7;   2.7;eor
       3379;201812200400;    3;  955.0;   3.9;   2.6;  92.7;   2.8;eor
       3379;201812200410;    3;  955.0;   3.9;   2.8;  91.9;   2.7;eor
       3379;201812200420;    3;  955.1;   4.0;   2.8;  92.0;   2.8;eor
       3379;201812200430;    3;  955.1;   4.1;   2.9;  91.0;   2.8;eor
       3379;201812200440;    3;  955.2;   4.1;   2.9;  90.3;   2.7;eor
       3379;201812200450;    3;  955.2;   4.1;   2.9;  89.9;   2.6;eor
       3379;201812200500;    3;  955.3;   4.1;   2.9;  90.6;   2.7;eor
       3379;201812200510;    3;  955.3;   4.2;   3.0;  90.2;   2.7;eor
       3379;201812200520;    3;  955.4;   4.1;   2.9;  90.6;   2.7;eor
       3379;201812200530;    3;  955.5;   4.2;   2.8;  89.9;   2.7;eor
       3379;201812200540;    3;  955.6;   4.2;   2.8;  88.8;   2.5;eor
       3379;201812200550;    3;  955.6;   4.3;   2.9;  88.0;   2.5;eor
       3379;201812200600;    3;  955.7;   4.3;   2.7;  86.2;   2.2;eor
       3379;201812200610;    3;  955.9;   4.4;   2.6;  85.2;   2.1;eor
       3379;201812200620;    3;  955.9;   4.3;   2.1;  86.7;   2.3;eor
       3379;201812200630;    3;  956.0;   4.1;   1.8;  87.1;   2.2;eor
       3379;201812200640;    3;  956.1;   4.1;   1.6;  87.2;   2.2;eor
       3379;201812200650;    3;  956.1;   3.9;   2.0;  86.9;   1.9;eor
       3379;201812200700;    3;  956.2;   4.1;   2.5;  85.9;   2.0;eor
       3379;201812200710;    3;  956.2;   4.1;   2.0;  86.4;   2.0;eor
       3379;201812200720;    3;  956.2;   4.1;   2.2;  86.5;   2.1;eor
       3379;201812200730;    3;  956.2;   4.3;   2.2;  84.7;   2.0;eor
       3379;201812200740;    3;  956.3;   4.5;   2.0;  83.6;   2.0;eor
       3379;201812200750;    3;  956.3;   4.6;   2.2;  82.3;   1.8;eor
       3379;201812200800;    3;  956.3;   4.6;   2.3;  82.1;   1.8;eor
       3379;201812200810;    3;  956.3;   4.6;   2.4;  82.6;   1.9;eor
       3379;201812200820;    3;  956.4;   4.7;   2.6;  82.2;   1.9;eor
       3379;201812200830;    3;  956.5;   4.9;   3.3;  81.8;   2.1;eor
       3379;201812200840;    3;  956.6;   5.2;   3.7;  80.8;   2.2;eor
       3379;201812200850;    3;  956.6;   5.6;   4.0;  78.4;   2.1;eor
       3379;201812200900;    3;  956.7;   5.8;   4.1;  77.9;   2.2;eor
       3379;201812200910;    3;  956.9;   5.8;   3.7;  78.1;   2.3;eor
       3379;201812200920;    3;  957.0;   5.8;   3.6;  77.7;   2.2;eor
       3379;201812200930;    3;  957.0;   5.8;   3.5;  77.1;   2.1;eor
       3379;201812200940;    3;  957.0;   6.0;   3.6;  76.3;   2.2;eor
       3379;201812200950;    3;  957.1;   6.2;   4.6;  74.8;   2.1;eor
       3379;201812201000;    3;  957.1;   6.6;   7.3;  72.0;   1.9;eor
       3379;201812201010;    3;  957.1;   6.7;   6.5;  70.0;   1.6;eor
       3379;201812201020;    3;  957.1;   6.6;   6.1;  70.7;   1.7;eor
       3379;201812201030;    3;  957.1;   6.7;   7.4;  68.1;   1.2;eor
       3379;201812201040;    3;  956.9;   6.9;   7.4;  67.4;   1.3;eor
       3379;201812201050;    3;  957.0;   7.0;   7.4;  67.7;   1.4;eor
       3379;201812201100;    3;  957.0;   7.1;   7.9;  64.7;   0.9;eor
       3379;201812201110;    3;  956.7;   7.2;   7.0;  63.5;   0.7;eor
       3379;201812201120;    3;  956.6;   7.4;   7.2;  60.7;   0.3;eor
       3379;201812201130;    3;  956.6;   7.1;   6.5;  60.9;   0.1;eor
       3379;201812201140;    3;  956.6;   7.0;   6.6;  62.0;   0.2;eor
       3379;201812201150;    3;  956.5;   7.4;   7.7;  62.3;   0.7;eor
       3379;201812201200;    3;  956.6;   7.0;   6.5;  62.4;   0.3;eor
       3379;201812201210;    3;  956.7;   7.2;   7.0;  62.1;   0.4;eor
       3379;201812201220;    3;  956.7;   7.2;   7.4;  61.2;   0.2;eor
       3379;201812201230;    3;  956.7;   7.4;   8.4;  60.1;   0.2;eor
       3379;201812201240;    3;  956.7;   7.5;   8.7;  59.8;   0.2;eor
       3379;201812201250;    3;  956.7;   7.5;   8.8;  59.8;   0.2;eor
       3379;201812201300;    3;  956.7;   7.5;   7.0;  60.3;   0.3;eor
       3379;201812201310;    3;  956.6;   7.8;   7.0;  59.4;   0.4;eor
       3379;201812201320;    3;  956.7;   7.8;   6.5;  58.9;   0.3;eor
       3379;201812201330;    3;  956.7;   7.9;   6.5;  58.4;   0.2;eor
       3379;201812201340;    3;  956.7;   7.9;   6.2;  58.3;   0.2;eor
       3379;201812201350;    3;  956.7;   7.8;   6.3;  58.5;   0.2;eor
       3379;201812201400;    3;  956.8;   7.8;   6.0;  58.3;   0.1;eor
       3379;201812201410;    3;  956.9;   7.8;   6.2;  58.6;   0.2;eor
       3379;201812201420;    3;  956.9;   7.9;   6.4;  58.2;   0.2;eor
       3379;201812201430;    3;  956.9;   7.7;   6.4;  57.9;  -0.1;eor
       3379;201812201440;    3;  956.9;   7.5;   5.9;  58.2;  -0.2;eor
       3379;201812201450;    3;  956.9;   7.4;   5.6;  58.9;  -0.1;eor
       3379;201812201500;    3;  957.0;   7.2;   5.2;  59.9;  -0.1;eor
       3379;201812201510;    3;  957.1;   7.1;   4.7;  60.5;   0.0;eor
       3379;201812201520;    3;  957.1;   6.8;   4.2;  61.6;  -0.1;eor
       3379;201812201530;    3;  957.2;   6.9;   4.8;  61.7;   0.1;eor
       3379;201812201540;    3;  957.3;   6.9;   4.9;  61.7;   0.1;eor
       3379;201812201550;    3;  957.4;   6.6;   4.4;  63.7;   0.2;eor
       3379;201812201600;    3;  957.4;   6.8;   5.0;  62.1;   0.1;eor
       3379;201812201610;    3;  957.5;   6.6;   4.3;  63.2;   0.1;eor
       3379;201812201620;    3;  957.5;   6.5;   4.0;  64.0;   0.2;eor
       3379;201812201630;    3;  957.4;   6.3;   4.1;  64.7;   0.1;eor
       3379;201812201640;    3;  957.5;   6.2;   3.8;  65.4;   0.2;eor
       3379;201812201650;    3;  957.5;   6.2;   3.9;  65.0;   0.1;eor
       3379;201812201700;    3;  957.6;   5.9;   3.4;  66.1;   0.1;eor
       3379;201812201710;    3;  957.7;   5.9;   3.7;  66.1;   0.1;eor
       3379;201812201720;    3;  957.7;   5.8;   3.7;  66.8;   0.1;eor
       3379;201812201730;    3;  957.7;   5.8;   3.9;  66.3;   0.0;eor
       3379;201812201740;    3;  957.7;   5.7;   3.5;  66.8;   0.0;eor
       3379;201812201750;    3;  957.7;   5.6;   3.3;  67.3;   0.0;eor
       3379;201812201800;    3;  957.8;   5.7;   3.5;  66.8;   0.0;eor
       3379;201812201810;    3;  957.9;   5.7;   3.3;  66.5;  -0.1;eor
       3379;201812201820;    3;  958.1;   5.9;   4.4;  64.9;  -0.2;eor
       3379;201812201830;    3;  958.1;   6.1;   4.4;  64.9;   0.0;eor
       3379;201812201840;    3;  958.2;   6.1;   4.6;  64.6;  -0.1;eor
       3379;201812201850;    3;  958.1;   6.2;   4.3;  63.9;  -0.1;eor
       3379;201812201900;    3;  958.2;   6.5;   4.9;  62.1;  -0.2;eor
       3379;201812201910;    3;  958.3;   6.4;   4.6;  62.5;  -0.2;eor
       3379;201812201920;    3;  958.3;   6.4;   4.7;  62.4;  -0.3;eor
       3379;201812201930;    3;  958.2;   6.4;   4.6;  63.0;  -0.1;eor
       3379;201812201940;    3;  958.3;   6.6;   4.6;  62.3;  -0.1;eor
       3379;201812201950;    3;  958.3;   6.4;   4.4;  63.4;   0.0;eor
       3379;201812202000;    3;  958.4;   6.3;   4.4;  64.0;   0.0;eor
       3379;201812202010;    3;  958.3;   6.3;   4.4;  63.8;  -0.1;eor
       3379;201812202020;    3;  958.4;   6.2;   4.7;  64.5;   0.0;eor
       3379;201812202030;    3;  958.4;   6.1;   4.1;  65.4;   0.1;eor
       3379;201812202040;    3;  958.5;   6.1;   4.4;  65.1;   0.0;eor
       3379;201812202050;    3;  958.6;   5.9;   4.0;  65.8;   0.0;eor
       3379;201812202100;    3;  958.6;   5.7;   3.7;  67.3;   0.1;eor
       3379;201812202110;    3;  958.7;   5.6;   3.4;  68.0;   0.2;eor
       3379;201812202120;    3;  958.8;   5.5;   3.2;  69.5;   0.4;eor
       3379;201812202130;    3;  958.8;   5.3;   2.7;  70.8;   0.4;eor
       3379;201812202140;    3;  958.7;   5.2;   2.5;  71.6;   0.5;eor
       3379;201812202150;    3;  958.7;   5.1;   2.7;  72.2;   0.5;eor
       3379;201812202200;    3;  958.8;   5.3;   3.4;  71.4;   0.6;eor
       3379;201812202210;    3;  958.9;   5.3;   3.5;  71.6;   0.6;eor
       3379;201812202220;    3;  959.0;   5.4;   3.9;  70.9;   0.5;eor
       3379;201812202230;    3;  959.0;   5.4;   3.7;  71.3;   0.6;eor
       3379;201812202240;    3;  959.1;   5.4;   4.0;  71.4;   0.6;eor
       3379;201812202250;    3;  959.1;   5.4;   3.3;  71.9;   0.7;eor
       3379;201812202300;    3;  959.1;   5.3;   2.7;  72.4;   0.7;eor
       3379;201812202310;    3;  958.9;   5.2;   2.7;  73.1;   0.8;eor
       3379;201812202320;    3;  959.0;   5.1;   2.5;  73.1;   0.7;eor
       3379;201812202330;    3;  958.8;   5.1;   2.4;  73.1;   0.7;eor
       3379;201812202340;    3;  958.8;   5.2;   2.9;  72.3;   0.6;eor
       3379;201812202350;    3;  958.9;   5.3;   3.3;  71.5;   0.6;eor
       3379;201812210000;    3;  958.9;   5.3;   3.6;  71.1;   0.5;eor
       3379;201812210010;    3;  958.9;   5.3;   3.8;  71.6;   0.6;eor
       3379;201812210020;    3;  958.9;   5.4;   3.7;  71.3;   0.6;eor
       3379;201812210030;    3;  958.8;   5.3;   3.6;  71.0;   0.5;eor
       3379;201812210040;    3;  958.7;   5.3;   3.7;  70.9;   0.5;eor
       3379;201812210050;    3;  958.7;   5.5;   4.0;  69.6;   0.4;eor
       3379;201812210100;    3;  958.5;   6.0;   4.3;  67.4;   0.4;eor
       3379;201812210110;    3;  958.5;   6.3;   4.6;  66.1;   0.4;eor
       3379;201812210120;    3;  958.6;   6.2;   4.5;  66.2;   0.4;eor
       3379;201812210130;    3;  958.7;   6.4;   4.5;  65.2;   0.3;eor
       3379;201812210140;    3;  958.7;   6.5;   4.9;  64.8;   0.4;eor
       3379;201812210150;    3;  958.7;   6.4;   4.9;  66.0;   0.5;eor
       3379;201812210200;    3;  958.6;   6.3;   4.9;  66.3;   0.5;eor
       3379;201812210210;    3;  958.6;   6.4;   5.0;  66.1;   0.5;eor
       3379;201812210220;    3;  958.5;   6.4;   4.7;  66.3;   0.6;eor
       3379;201812210230;    3;  958.3;   6.3;   4.6;  66.5;   0.5;eor
       3379;201812210240;    3;  958.3;   6.4;   4.8;  65.8;   0.5;eor
       3379;201812210250;    3;  958.3;   6.4;   4.7;  66.0;   0.5;eor
       3379;201812210300;    3;  958.3;   6.2;   4.3;  66.8;   0.5;eor
       3379;201812210310;    3;  958.3;   6.3;   4.6;  66.2;   0.5;eor
       3379;201812210320;    3;  958.1;   6.1;   4.1;  67.3;   0.5;eor
       3379;201812210330;    3;  958.1;   6.3;   4.6;  66.3;   0.5;eor
       3379;201812210340;    3;  957.9;   6.3;   4.7;  66.7;   0.6;eor
       3379;201812210350;    3;  957.9;   6.3;   4.7;  66.9;   0.6;eor
       3379;201812210400;    3;  957.7;   6.1;   4.4;  68.0;   0.6;eor
       3379;201812210410;    3;  957.5;   6.2;   4.6;  67.6;   0.7;eor
       3379;201812210420;    3;  957.4;   6.2;   4.7;  67.7;   0.7;eor
       3379;201812210430;    3;  957.5;   5.8;   4.5;  67.3;   0.2;eor
       3379;201812210440;    3;  957.4;   5.3;   3.9;  68.0;  -0.1;eor
